"Driver","Year","GP","Pitlane"
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"OCO",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"RUS",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"NOR",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"GIO",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"RAI",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
"MAG",2020,"Sakhir",0
